,action_type,combined_shot_type,game_event_id,lat,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
2430,Jump Shot,Jump Shot,527,33.9613,-118.4138,2,4,0,2009-10,34,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,10/27/2009,Home,LAC,14890,15359,72,96.24
2431,Jump Shot,Jump Shot,373,33.8853,-118.4678,2,3,0,2009-10,25,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,10/30/2009,Home,DAL,14904,15978,71,96.38
2432,Layup Shot,Layup,515,34.0443,-118.2698,2,4,0,2009-10,34,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/2009,Home,ATL,14938,15750,69,97.5
2433,Jump Shot,Jump Shot,337,34.0463,-118.0558,0,3,0,2009-10,53,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/3/2009,Away,OKC,14952,15797,70,101.83
2434,Fadeaway Bank shot,Jump Shot,449,34.0353,-118.1728,1,4,0,2009-10,29,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/3/2009,Away,OKC,14958,15797,70,101.83
2435,Jump Shot,Jump Shot,4,33.8883,-118.1458,11,1,0,2009-10,18,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/4/2009,Away,HOU,14963,14595,69,93.34
2436,Jump Shot,Jump Shot,359,33.9263,-118.2928,3,3,0,2009-10,42,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/4/2009,Away,HOU,14979,14595,69,93.34
2437,Jump Shot,Jump Shot,382,33.8133,-118.1748,1,3,0,2009-10,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/4/2009,Away,HOU,14980,14595,69,93.34
2438,Turnaround Fadeaway shot,Jump Shot,471,33.9583,-118.3288,2,4,0,2009-10,41,10,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/4/2009,Away,HOU,14986,14595,69,93.34
2439,Layup Shot,Layup,529,34.0443,-118.2698,3,5,0,2009-10,43,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/4/2009,Away,HOU,14988,14595,69,93.34
2440,Jump Shot,Jump Shot,238,33.9313,-118.3258,3,2,0,2009-10,43,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/6/2009,Home,MEM,15003,13164,73,94.74
2441,Reverse Layup Shot,Layup,279,34.0443,-118.2698,11,3,0,2009-10,44,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/2009,Home,MEM,15006,13164,73,94.74
2442,Driving Dunk Shot,Dunk,315,34.0443,-118.2698,7,3,0,2009-10,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/2009,Home,MEM,15009,13164,73,94.74
2443,Fadeaway Jump Shot,Jump Shot,389,33.8443,-118.2228,0,3,0,2009-10,1,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/6/2009,Home,MEM,15015,13164,73,94.74
2444,Jump Shot,Jump Shot,20,33.8993,-118.1888,9,1,0,2009-10,6,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/8/2009,Home,NOH,15024,15328,71,96.13
2445,Turnaround Fadeaway shot,Jump Shot,62,34.0293,-118.1678,3,1,0,2009-10,50,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/8/2009,Home,NOH,15030,15328,71,96.13
2446,Layup Shot,Layup,199,34.0443,-118.2698,3,2,0,2009-10,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/8/2009,Home,NOH,15036,15328,71,96.13
2447,Turnaround Fadeaway shot,Jump Shot,303,34.0383,-118.1108,6,3,0,2009-10,22,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/8/2009,Home,NOH,15038,15328,71,96.13
2448,Layup Shot,Layup,319,34.0443,-118.2698,5,3,0,2009-10,40,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/8/2009,Home,NOH,15039,15328,71,96.13
2449,Driving Finger Roll Layup Shot,Layup,49,34.0443,-118.2698,6,1,0,2009-10,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/2009,Home,PHX,15047,15183,72,94.73
2450,Jump Shot,Jump Shot,75,34.0323,-118.1638,3,1,0,2009-10,36,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/12/2009,Home,PHX,15049,15183,72,94.73
2451,Driving Dunk Shot,Dunk,260,34.0443,-118.2698,0,2,0,2009-10,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/2009,Home,PHX,15056,15183,72,94.73
2452,Jump Shot,Jump Shot,74,33.9963,-118.1148,3,1,0,2009-10,24,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/13/2009,Away,DEN,15068,13811,71,97.02
2453,Jump Shot,Jump Shot,109,33.9373,-118.1148,0,1,0,2009-10,13,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/13/2009,Away,DEN,15070,13811,71,97.02
2454,Jump Shot,Jump Shot,232,33.9813,-118.3818,3,2,0,2009-10,16,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/13/2009,Away,DEN,15073,13811,71,97.02
2455,Jump Shot,Jump Shot,10,33.8993,-118.1338,10,1,0,2009-10,49,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/15/2009,Home,HOU,15081,13955,68,95.52
2456,Jump Shot,Jump Shot,45,33.9733,-118.3218,7,1,0,2009-10,17,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/15/2009,Home,HOU,15084,13955,68,95.52
2457,Driving Dunk Shot,Dunk,88,34.0443,-118.2698,4,1,0,2009-10,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/15/2009,Home,HOU,15088,13955,68,95.52
2458,Jump Shot,Jump Shot,236,34.0073,-118.3458,3,2,0,2009-10,10,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/15/2009,Home,HOU,15092,13955,68,95.52
2459,Jump Shot,Jump Shot,299,33.8083,-118.1968,9,3,0,2009-10,12,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,11/15/2009,Home,HOU,15095,13955,68,95.52
2460,Jump Shot,Jump Shot,393,33.9093,-118.1348,0,3,0,2009-10,48,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/15/2009,Home,HOU,15097,13955,68,95.52
2461,Jump Shot,Jump Shot,466,34.0213,-118.0368,5,4,0,2009-10,15,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/15/2009,Home,HOU,15098,13955,68,95.52
2462,Turnaround Hook Shot,Hook Shot,241,33.9583,-118.2638,2,2,0,2009-10,4,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/17/2009,Home,DET,15115,15313,70,95.03
2463,Driving Layup Shot,Layup,330,34.0443,-118.2698,4,3,0,2009-10,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/17/2009,Home,DET,15120,15313,70,95.03
2464,Jump Shot,Jump Shot,465,33.8133,-118.1208,4,4,0,2009-10,17,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/17/2009,Home,DET,15126,15313,70,95.03
2465,Turnaround Hook Shot,Hook Shot,88,33.9993,-118.3408,2,1,0,2009-10,39,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/19/2009,Home,CHI,15133,15011,72,92.95
2466,Jump Shot,Jump Shot,233,33.9063,-118.1348,0,2,0,2009-10,39,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/19/2009,Home,CHI,15143,15011,72,92.95
2467,Layup Shot,Layup,100,34.0683,-118.2568,2,1,0,2009-10,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/22/2009,Home,OKC,15156,15161,69,94.78
2468,Jump Shot,Jump Shot,267,34.0303,-118.3368,11,3,0,2009-10,21,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/22/2009,Home,OKC,15164,15161,69,94.78
2469,Jump Shot,Jump Shot,83,33.8683,-118.3068,2,1,0,2009-10,18,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/24/2009,Home,NYK,15178,16932,71,101.09
2470,Driving Layup Shot,Layup,163,34.0353,-118.2578,8,2,0,2009-10,58,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/2009,Away,GSW,15198,14717,70,98.62
2471,Driving Bank shot,Bank Shot,203,34.0163,-118.2248,5,2,0,2009-10,44,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/28/2009,Away,GSW,15200,14717,70,98.62
2472,Jump Shot,Jump Shot,417,33.4963,-118.2638,0,3,0,2009-10,0,54,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,11/28/2009,Away,GSW,15208,14717,70,98.62
2473,Jump Shot,Jump Shot,11,33.9583,-118.2218,10,1,0,2009-10,18,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/29/2009,Home,NJN,15214,16643,73,96.38
2474,Pullup Jump shot,Jump Shot,43,33.9233,-118.1268,6,1,0,2009-10,6,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/29/2009,Home,NJN,15218,16643,73,96.38
2475,Jump Shot,Jump Shot,4,33.8173,-118.1618,11,1,0,2009-10,35,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/1/2009,Home,NOH,15231,13983,70,91.13
2476,Jump Shot,Jump Shot,220,33.8093,-118.1368,2,2,0,2009-10,29,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/1/2009,Home,NOH,15238,13983,70,91.13
2477,Jump Shot,Jump Shot,235,33.8273,-118.1428,1,2,0,2009-10,20,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/1/2009,Home,NOH,15239,13983,70,91.13
2478,Jump Shot,Jump Shot,262,33.7863,-118.2688,9,3,0,2009-10,49,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/1/2009,Home,NOH,15240,13983,70,91.13
2479,Jump Shot,Jump Shot,264,33.9393,-118.1508,11,3,0,2009-10,24,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/4/2009,Home,MIA,15249,16634,71,95.48
2480,Jump Shot,Jump Shot,418,33.8363,-118.1108,10,4,0,2009-10,51,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/4/2009,Home,MIA,15256,16634,71,95.48
2481,Turnaround Fadeaway shot,Jump Shot,483,34.0133,-118.3348,5,4,0,2009-10,16,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/4/2009,Home,MIA,15260,16634,71,95.48
2482,Layup Shot,Layup,126,34.0443,-118.2698,9,2,0,2009-10,43,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/9/2009,Home,UTA,15290,16463,71,95.29
2483,Slam Dunk Shot,Dunk,81,34.0443,-118.2698,3,1,0,2009-10,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/11/2009,Home,MIN,15307,15519,70,92.51
2484,Jump Hook Shot,Jump Shot,143,33.9843,-118.2828,9,2,0,2009-10,51,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/11/2009,Home,MIN,15308,15519,70,92.51
2485,Running Bank shot,Bank Shot,38,34.0293,-118.3208,5,1,0,2009-10,7,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/12/2009,Away,UTA,15321,14394,71,94.46
2486,Running Jump Shot,Jump Shot,61,34.0193,-118.1708,3,1,0,2009-10,8,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/12/2009,Away,UTA,15323,14394,71,94.46
2487,Jump Shot,Jump Shot,89,33.9423,-118.3948,0,1,0,2009-10,38,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/12/2009,Away,UTA,15325,14394,71,94.46
2488,Reverse Layup Shot,Layup,457,34.0443,-118.2698,1,4,0,2009-10,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/12/2009,Away,UTA,15342,14394,71,94.46
2489,Jump Shot,Jump Shot,44,33.8683,-118.3868,6,1,0,2009-10,47,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/15/2009,Away,CHI,15346,15244,70,94.69
2490,Jump Shot,Jump Shot,64,33.8603,-118.1668,4,1,0,2009-10,31,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/15/2009,Away,CHI,15349,15244,70,94.69
2491,Jump Shot,Jump Shot,88,33.8583,-118.0988,1,1,0,2009-10,45,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/15/2009,Away,CHI,15354,15244,70,94.69
2492,Jump Shot,Jump Shot,317,33.8873,-118.3508,5,3,0,2009-10,10,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/15/2009,Away,CHI,15362,15244,70,94.69
2493,Jump Shot,Jump Shot,268,33.9673,-118.1978,11,3,0,2009-10,24,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,12/16/2009,Away,MIL,15379,14050,69,93.79
2494,Jump Shot,Jump Shot,350,33.8803,-118.2338,3,3,0,2009-10,57,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/16/2009,Away,MIL,15383,14050,69,93.79
2495,Jump Shot,Jump Shot,551,33.9183,-118.5038,1,5,0,2009-10,34,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/16/2009,Away,MIL,15394,14050,69,93.79
2496,Fadeaway Jump Shot,Jump Shot,35,33.8933,-118.2748,8,1,0,2009-10,25,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,12/19/2009,Away,NJN,15401,15205,71,96.53
2497,Jump Shot,Jump Shot,196,33.8793,-118.4488,5,2,0,2009-10,33,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/19/2009,Away,NJN,15405,15205,71,96.53
2498,Jump Shot,Jump Shot,204,33.8723,-118.4438,3,2,0,2009-10,41,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/19/2009,Away,NJN,15407,15205,71,96.53
2499,Fadeaway Jump Shot,Jump Shot,275,33.9943,-118.3628,9,3,0,2009-10,9,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/19/2009,Away,NJN,15412,15205,71,96.53
2500,Turnaround Fadeaway shot,Jump Shot,293,33.9913,-118.4108,7,3,0,2009-10,11,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/19/2009,Away,NJN,15413,15205,71,96.53
2501,Turnaround Jump Shot,Jump Shot,345,33.9663,-118.2578,1,3,0,2009-10,51,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/19/2009,Away,NJN,15415,15205,71,96.53
2502,Pullup Jump shot,Jump Shot,153,33.9753,-118.1808,11,2,0,2009-10,20,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/20/2009,Away,DET,15427,13852,69,92.03
2503,Fadeaway Jump Shot,Jump Shot,290,33.8793,-118.2408,0,2,0,2009-10,4,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/20/2009,Away,DET,15430,13852,69,92.03
2504,Fadeaway Jump Shot,Jump Shot,372,33.9203,-118.1238,3,3,0,2009-10,40,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/20/2009,Away,DET,15436,13852,69,92.03
2505,Jump Shot,Jump Shot,469,33.9923,-118.1448,5,4,0,2009-10,47,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/20/2009,Away,DET,15439,13852,69,92.03
2506,Layup Shot,Layup,515,34.0443,-118.2698,0,4,0,2009-10,30,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/20/2009,Away,DET,15443,13852,69,92.03
2507,Pullup Jump shot,Jump Shot,2,33.8993,-118.3538,11,1,0,2009-10,44,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/22/2009,Home,OKC,15444,15512,71,96.13
2508,Driving Layup Shot,Layup,13,34.0443,-118.2698,10,1,0,2009-10,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/22/2009,Home,OKC,15445,15512,71,96.13
2509,Jump Shot,Jump Shot,130,33.8383,-118.1348,0,1,0,2009-10,44,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/22/2009,Home,OKC,15450,15512,71,96.13
2510,Driving Finger Roll Layup Shot,Layup,235,34.0443,-118.2698,3,2,0,2009-10,16,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/22/2009,Home,OKC,15456,15512,71,96.13
2511,Layup Shot,Layup,385,34.0443,-118.2698,1,3,0,2009-10,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/22/2009,Home,OKC,15465,15512,71,96.13
2512,Jump Shot,Jump Shot,444,33.9323,-118.2058,8,4,0,2009-10,43,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/22/2009,Home,OKC,15466,15512,71,96.13
2513,Jump Shot,Jump Shot,9,33.9783,-118.0968,10,1,0,2009-10,53,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,12/25/2009,Home,CLE,15470,15820,72,96.74
2514,Turnaround Jump Shot,Jump Shot,59,33.9503,-118.3318,4,1,0,2009-10,17,11,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,12/25/2009,Home,CLE,15474,15820,72,96.74
2515,Jump Shot,Jump Shot,90,34.0473,-118.5158,1,1,0,2009-10,6,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,12/25/2009,Home,CLE,15476,15820,72,96.74
2516,Jump Shot,Jump Shot,159,33.9733,-118.1918,5,2,0,2009-10,20,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,12/25/2009,Home,CLE,15482,15820,72,96.74
2517,Layup Shot,Layup,371,34.0443,-118.2698,1,3,0,2009-10,24,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/25/2009,Home,CLE,15492,15820,72,96.74
2518,Fadeaway Jump Shot,Jump Shot,118,34.0303,-118.1478,11,2,0,2009-10,27,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/26/2009,Away,SAC,15510,16255,73,97.35
2519,Jump Shot,Jump Shot,312,33.7863,-118.2598,4,3,0,2009-10,56,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/26/2009,Away,SAC,15519,16255,73,97.35
2520,Jump Shot,Jump Shot,372,33.7873,-118.1978,0,3,0,2009-10,0,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/26/2009,Away,SAC,15523,16255,73,97.35
2521,Step Back Jump shot,Jump Shot,43,33.9023,-118.1408,7,1,0,2009-10,29,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/28/2009,Away,PHX,15535,14806,70,99
2522,Alley Oop Dunk Shot,Dunk,43,34.0443,-118.2698,6,1,0,2009-10,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/29/2009,Home,GSW,15561,15232,68,94.02
2523,Turnaround Fadeaway shot,Jump Shot,109,33.8983,-118.3598,1,1,0,2009-10,59,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/29/2009,Home,GSW,15564,15232,68,94.02
2524,Jump Shot,Jump Shot,171,34.0163,-118.1238,8,2,0,2009-10,12,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/29/2009,Home,GSW,15566,15232,68,94.02
2525,Jump Shot,Jump Shot,428,33.8823,-118.4688,9,4,0,2009-10,20,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/29/2009,Home,GSW,15579,15232,68,94.02
2526,Turnaround Jump Shot,Jump Shot,433,33.9293,-118.3808,8,4,0,2009-10,25,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/29/2009,Home,GSW,15580,15232,68,94.02
2527,Jump Shot,Jump Shot,453,33.8353,-118.4078,6,4,0,2009-10,52,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/29/2009,Home,GSW,15581,15232,68,94.02
2528,Jump Shot,Jump Shot,7,33.8873,-118.3098,11,1,0,2009-10,18,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1/1/2010,Home,SAC,15587,13973,72,97.57
2529,Jump Shot,Jump Shot,58,33.9403,-118.1258,5,1,0,2009-10,38,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/1/2010,Home,SAC,15589,13973,72,97.57
2530,Jump Shot,Jump Shot,115,33.8763,-118.2698,11,2,0,2009-10,2,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1/1/2010,Home,SAC,15591,13973,72,97.57
2531,Jump Shot,Jump Shot,255,34.0503,-118.0338,11,3,0,2009-10,32,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1/1/2010,Home,SAC,15597,13973,72,97.57
2532,Turnaround Jump Shot,Jump Shot,191,33.9203,-118.2048,6,2,0,2009-10,14,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/3/2010,Home,DAL,15620,16903,68,96.9
2533,Fadeaway Jump Shot,Jump Shot,80,33.9483,-118.4608,2,1,0,2009-10,45,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/5/2010,Home,HOU,15627,14769,74,94.96
2534,Driving Layup Shot,Layup,239,34.0443,-118.2698,0,2,0,2009-10,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/5/2010,Home,HOU,15636,14769,74,94.96
2535,Jump Shot,Jump Shot,133,33.9263,-118.4278,11,2,0,2009-10,1,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/6/2010,Away,LAC,15653,14333,70,95.6
2536,Alley Oop Dunk Shot,Dunk,290,34.0443,-118.2698,8,3,0,2009-10,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/6/2010,Away,LAC,15662,14333,70,95.6
2537,Jump Shot,Jump Shot,303,33.8463,-118.2958,6,3,0,2009-10,54,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1/6/2010,Away,LAC,15664,14333,70,95.6
2538,Fadeaway Jump Shot,Jump Shot,311,34.0143,-118.4198,5,3,0,2009-10,55,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/6/2010,Away,LAC,15666,14333,70,95.6
2539,Jump Shot,Jump Shot,322,33.7753,-118.2998,5,3,0,2009-10,27,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/6/2010,Away,LAC,15667,14333,70,95.6
2540,Driving Hook Shot,Hook Shot,450,34.0183,-118.3378,3,4,0,2009-10,17,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/6/2010,Away,LAC,15674,14333,70,95.6
2541,Jump Shot,Jump Shot,185,34.0273,-118.1288,3,2,0,2009-10,51,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/8/2010,Away,POR,15692,15866,70,95.08
2542,Jump Shot,Jump Shot,4,33.8203,-118.4028,11,1,0,2009-10,30,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/10/2010,Home,MIL,15715,14016,73,92.37
2543,Turnaround Jump Shot,Jump Shot,24,33.9453,-118.1618,8,1,0,2009-10,29,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/12/2010,Away,SAS,15736,17112,71,98.11
2544,Pullup Jump shot,Jump Shot,192,33.9213,-118.1238,2,2,0,2009-10,56,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/12/2010,Away,SAS,15744,17112,71,98.11
2545,Jump Shot,Jump Shot,116,33.8163,-118.1398,1,1,0,2009-10,6,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/13/2010,Away,DAL,15746,14350,69,90.06
2546,Jump Shot,Jump Shot,108,34.0323,-118.0798,2,1,0,2009-10,20,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/15/2010,Home,LAC,15758,17025,69,94.21
2547,Jump Shot,Jump Shot,167,34.0303,-118.2028,7,2,0,2009-10,59,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/15/2010,Home,LAC,15760,17025,69,94.21
2548,Jump Shot,Jump Shot,211,34.0353,-118.1318,3,2,0,2009-10,31,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/15/2010,Home,LAC,15766,17025,69,94.21
2549,Jump Shot,Jump Shot,228,33.9043,-118.1808,2,2,0,2009-10,0,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/15/2010,Home,LAC,15767,17025,69,94.21
2550,Driving Layup Shot,Layup,291,34.0443,-118.2698,4,3,0,2009-10,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/18/2010,Home,ORL,15789,13767,67,96.49
2551,Jump Shot,Jump Shot,256,34.0023,-118.2768,0,2,0,2009-10,28,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/21/2010,Away,CLE,15810,14084,69,92.92
2552,Jump Shot,Jump Shot,376,33.9613,-118.3678,2,3,0,2009-10,4,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/21/2010,Away,CLE,15818,14084,69,92.92
2553,Jump Shot,Jump Shot,385,33.9423,-118.4278,0,3,0,2009-10,0,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/21/2010,Away,CLE,15820,14084,69,92.92
2554,Jump Shot,Jump Shot,109,33.8713,-118.0888,0,1,0,2009-10,37,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/22/2010,Away,NYK,15830,13241,71,88.7
2555,Jump Shot,Jump Shot,432,33.9173,-118.0338,6,4,0,2009-10,35,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/22/2010,Away,NYK,15844,13241,71,88.7
2556,Jump Shot,Jump Shot,508,33.8503,-118.4898,0,4,0,2009-10,36,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/22/2010,Away,NYK,15850,13241,71,88.7
2557,Jump Shot,Jump Shot,142,33.9023,-118.3488,9,2,0,2009-10,32,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/24/2010,Away,TOR,15857,13672,70,90.71
2558,Driving Dunk Shot,Dunk,275,34.0383,-118.2768,9,3,0,2009-10,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/24/2010,Away,TOR,15863,13672,70,90.71
