rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
16784,Jump Shot,Jump Shot,365,21000249,33.7973,-49,247,-118.3188,2,3,0,2010-11,20,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16771,14753,73,92.99
16785,Jump Shot,Jump Shot,529,21000249,33.8093,-166,235,-118.4358,0,4,0,2010-11,2,28,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/28/2010,LAL vs. IND,IND,16785,14753,73,92.99
16807,Turnaround Fadeaway shot,Jump Shot,71,21000258,34.0143,151,30,-118.1188,3,1,0,2010-11,13,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16793,13881,68,92.86
16808,Layup Shot,Layup,235,21000258,34.0323,-16,12,-118.2858,0,2,0,2010-11,57,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16800,13881,68,92.86
16809,Jump Shot,Jump Shot,308,21000258,33.8143,-120,230,-118.3898,4,3,0,2010-11,36,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16805,13881,68,92.86
16810,Jump Shot,Jump Shot,476,21000258,33.7673,2,277,-118.2678,1,4,0,2010-11,34,27,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/30/2010,LAL @ MEM,MEM,16809,13881,68,92.86
16832,Turnaround Jump Shot,Jump Shot,201,21000269,34.0033,37,41,-118.2328,0,2,0,2010-11,41,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,12/1/2010,LAL @ HOU,HOU,16820,14594,67,95.09
16833,Turnaround Jump Shot,Jump Shot,294,21000269,33.9343,114,110,-118.1558,3,3,0,2010-11,15,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/1/2010,LAL @ HOU,HOU,16827,14594,67,95.09
16834,Turnaround Fadeaway shot,Jump Shot,444,21000269,33.9423,-158,102,-118.4278,3,4,0,2010-11,10,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/1/2010,LAL @ HOU,HOU,16830,14594,67,95.09
16851,Driving Dunk Shot,Dunk,203,21000287,34.0333,10,11,-118.2598,4,2,0,2010-11,10,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/3/2010,LAL vs. SAC,SAC,16843,16116,70,97.35
16852,Jump Shot,Jump Shot,251,21000287,34.0143,2,30,-118.2678,0,2,0,2010-11,49,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/3/2010,LAL vs. SAC,SAC,16847,16116,70,97.35
16870,Driving Layup Shot,Layup,23,21000315,34.0273,18,17,-118.2518,8,1,0,2010-11,21,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16855,16690,69,98.98
16871,Driving Layup Shot,Layup,202,21000315,34.0303,-21,14,-118.2908,4,2,0,2010-11,26,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16860,16690,69,98.98
16872,Step Back Jump shot,Jump Shot,213,21000315,33.9153,10,129,-118.2598,3,2,0,2010-11,35,12,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16862,16690,69,98.98
16873,Jump Shot,Jump Shot,227,21000315,34.0223,-234,22,-118.5038,2,2,0,2010-11,40,23,NA,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16863,16690,69,98.98
16874,Jump Shot,Jump Shot,531,21000315,33.7493,-84,295,-118.3538,2,4,0,2010-11,35,30,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16872,16690,69,98.98
16875,Jump Shot,Jump Shot,546,21000315,33.8113,-155,233,-118.4248,1,4,0,2010-11,27,27,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/7/2010,LAL vs. WAS,WAS,16874,16690,69,98.98
16890,Jump Shot,Jump Shot,4,21000326,33.8683,89,176,-118.1808,11,1,0,2010-11,8,19,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/8/2010,LAL @ LAC,LAC,16876,15183,77,93.66
16912,Jump Shot,Jump Shot,77,21000333,33.9103,-175,134,-118.4448,2,1,0,2010-11,53,22,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/10/2010,LAL @ CHI,CHI,16893,13734,70,94.59
16913,Layup Shot,Layup,97,21000333,34.0303,24,14,-118.2458,1,1,0,2010-11,31,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/10/2010,LAL @ CHI,CHI,16895,13734,70,94.59
16927,Layup Shot,Layup,14,21000351,34.0373,-15,7,-118.2848,10,1,0,2010-11,13,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16914,15070,69,92.63
16928,Jump Shot,Jump Shot,68,21000351,33.8353,-127,209,-118.3968,4,1,0,2010-11,12,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16917,15070,69,92.63
16929,Jump Shot,Jump Shot,345,21000351,33.8693,192,175,-118.0778,3,3,0,2010-11,9,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16926,15070,69,92.63
16930,Turnaround Fadeaway shot,Jump Shot,447,21000351,33.9733,-131,71,-118.4008,8,4,0,2010-11,5,14,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16930,15070,69,92.63
16931,Jump Shot,Jump Shot,482,21000351,33.8883,-194,156,-118.4638,5,4,0,2010-11,14,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16931,15070,69,92.63
16932,Jump Shot,Jump Shot,504,21000351,33.8963,81,148,-118.1888,3,4,0,2010-11,15,16,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/12/2010,LAL @ NJN,NJN,16932,15070,69,92.63
16942,Jump Shot,Jump Shot,16,21000362,34.0003,116,44,-118.1538,9,1,0,2010-11,38,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16934,14465,74,94.4
16943,Jump Shot,Jump Shot,120,21000362,33.8303,-48,214,-118.3178,1,1,0,2010-11,51,21,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16937,14465,74,94.4
16944,Jump Shot,Jump Shot,311,21000362,33.8003,53,244,-118.2168,9,3,0,2010-11,3,24,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16941,14465,74,94.4
16945,Alley Oop Dunk Shot,Dunk,328,21000362,34.0603,4,-16,-118.2658,7,3,0,2010-11,30,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/14/2010,LAL @ WAS,WAS,16942,14465,74,94.4
16962,Jump Shot,Jump Shot,307,21000367,33.9023,75,142,-118.1948,3,3,0,2010-11,49,16,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/15/2010,LAL @ IND,IND,16957,15579,75,96.13
16963,Fadeaway Jump Shot,Jump Shot,429,21000367,33.9623,-34,82,-118.3038,3,4,0,2010-11,43,8,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/15/2010,LAL @ IND,IND,16962,15579,75,96.13
16971,Step Back Jump shot,Jump Shot,222,21000383,33.9503,-65,94,-118.3348,1,2,0,2010-11,35,11,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16967,15567,69,99.23
16972,Running Layup Shot,Layup,230,21000383,34.0353,-4,9,-118.2738,0,2,0,2010-11,48,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16968,15567,69,99.23
16973,Jump Shot,Jump Shot,309,21000383,33.9213,88,123,-118.1818,4,3,0,2010-11,35,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16972,15567,69,99.23
16974,Jump Shot,Jump Shot,488,21000383,33.9483,-191,96,-118.4608,2,4,0,2010-11,12,21,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/17/2010,LAL @ PHI,PHI,16974,15567,69,99.23
16986,Jump Shot,Jump Shot,337,21000402,33.8733,149,171,-118.1208,8,3,0,2010-11,35,22,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/19/2010,LAL @ TOR,TOR,16984,15094,71,94.07
16999,Jump Shot,Jump Shot,18,21000420,33.9453,136,99,-118.1338,8,1,0,2010-11,45,16,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16987,14593,74,91.61
17000,Driving Layup Shot,Layup,258,21000420,34.0373,21,7,-118.2488,10,3,0,2010-11,26,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16994,14593,74,91.61
17001,Turnaround Fadeaway shot,Jump Shot,270,21000420,33.9583,102,86,-118.1678,9,3,0,2010-11,6,13,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16995,14593,74,91.61
17002,Jump Shot,Jump Shot,412,21000420,33.8393,151,205,-118.1188,5,4,0,2010-11,31,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/21/2010,LAL vs. MIL,MIL,16999,14593,74,91.61
17043,Step Back Jump shot,Jump Shot,253,21000460,33.9533,-89,91,-118.3588,10,3,0,2010-11,1,12,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/28/2010,LAL @ SAS,SAS,17034,14334,73,92.93
17044,Jump Shot,Jump Shot,407,21000460,33.9093,122,135,-118.1478,8,4,0,2010-11,55,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/28/2010,LAL @ SAS,SAS,17038,14334,73,92.93
17045,Jump Shot,Jump Shot,418,21000460,33.8363,-171,208,-118.4408,7,4,0,2010-11,11,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/28/2010,LAL @ SAS,SAS,17040,14334,73,92.93
17059,Jump Shot,Jump Shot,99,21000467,33.9813,149,63,-118.1208,0,1,0,2010-11,1,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/29/2010,LAL @ NOH,NOH,17050,14584,70,94.32
17080,Jump Shot,Jump Shot,206,21000483,33.8803,-188,164,-118.4578,3,2,0,2010-11,0,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17068,13954,68,91.71
17081,Jump Shot,Jump Shot,423,21000483,34.0253,-179,19,-118.4488,7,4,0,2010-11,14,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17077,13954,68,91.71
17082,Fadeaway Jump Shot,Jump Shot,433,21000483,33.8913,-68,153,-118.3378,6,4,0,2010-11,5,16,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17079,13954,68,91.71
17083,Fadeaway Jump Shot,Jump Shot,482,21000483,34.0033,114,41,-118.1558,1,4,0,2010-11,15,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,12/31/2010,LAL vs. PHI,PHI,17082,13954,68,91.71
17102,Turnaround Jump Shot,Jump Shot,64,21000498,33.9073,81,137,-118.1888,4,1,0,2010-11,40,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17085,14118,71,97.3
17103,Jump Shot,Jump Shot,192,21000498,33.8443,171,200,-118.0988,4,2,0,2010-11,38,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17087,14118,71,97.3
17104,Running Jump Shot,Jump Shot,327,21000498,34.0053,0,39,-118.2698,4,3,0,2010-11,22,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17099,14118,71,97.3
17105,Jump Shot,Jump Shot,462,21000498,33.8333,143,211,-118.1268,5,4,0,2010-11,16,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/2/2011,LAL vs. MEM,MEM,17105,14118,71,97.3
17120,Jump Shot,Jump Shot,41,21000511,34.0323,-79,12,-118.3488,6,1,0,2010-11,18,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17108,14926,72,92.93
17121,Jump Shot,Jump Shot,90,21000511,34.0253,36,19,-118.2338,2,1,0,2010-11,38,4,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17110,14926,72,92.93
17122,Jump Shot,Jump Shot,109,21000511,33.8553,-54,189,-118.3238,1,1,0,2010-11,34,19,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17111,14926,72,92.93
17123,Layup Shot,Layup,337,21000511,34.0193,2,25,-118.2678,2,3,0,2010-11,49,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/4/2011,LAL vs. DET,DET,17123,14926,72,92.93
17138,Jump Shot,Jump Shot,55,21000521,33.8583,-87,186,-118.3568,5,1,0,2010-11,51,20,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/5/2011,LAL @ PHX,PHX,17124,15232,67,96.01
17139,Turnaround Jump Shot,Jump Shot,234,21000521,33.9403,-57,104,-118.3268,0,2,0,2010-11,22,11,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/5/2011,LAL @ PHX,PHX,17130,15232,67,96.01
17140,Jump Shot,Jump Shot,446,21000521,34.0083,-209,36,-118.4788,2,4,0,2010-11,50,21,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/5/2011,LAL @ PHX,PHX,17138,15232,67,96.01
17158,Driving Layup Shot,Layup,60,21000535,34.0303,-11,14,-118.2808,3,1,0,2010-11,24,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/7/2011,LAL vs. NOH,NOH,17143,15804,69,92.81
17159,Jump Shot,Jump Shot,475,21000535,33.9863,-13,58,-118.2828,1,4,0,2010-11,57,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/7/2011,LAL vs. NOH,NOH,17157,15804,69,92.81
17183,Running Jump Shot,Jump Shot,40,21000550,33.9783,-144,66,-118.4138,7,1,0,2010-11,19,15,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17160,15289,72,94.86
17184,Jump Shot,Jump Shot,219,21000550,33.9023,173,142,-118.0968,3,2,0,2010-11,35,22,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17166,15289,72,94.86
17185,Jump Shot,Jump Shot,227,21000550,34.0163,48,28,-118.2218,2,2,0,2010-11,59,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17167,15289,72,94.86
17186,Layup Shot,Layup,355,21000550,34.0273,17,17,-118.2528,4,3,0,2010-11,26,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17179,15289,72,94.86
17187,Jump Shot,Jump Shot,416,21000550,33.9663,-48,78,-118.3178,11,4,0,2010-11,45,9,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/9/2011,LAL vs. NYK,NYK,17180,15289,72,94.86
17196,Running Jump Shot,Jump Shot,256,21000560,33.9323,-108,112,-118.3778,0,2,0,2010-11,1,15,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/11/2011,LAL vs. CLE,CLE,17189,13123,67,97.43
17197,Driving Layup Shot,Layup,354,21000560,34.0253,15,19,-118.2548,2,3,0,2010-11,14,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/11/2011,LAL vs. CLE,CLE,17197,13123,67,97.43
17232,Fadeaway Jump Shot,Jump Shot,46,21000586,34.0213,127,23,-118.1428,8,1,0,2010-11,33,12,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/14/2011,LAL vs. NJN,NJN,17219,15643,70,99.07
17233,Jump Shot,Jump Shot,70,21000586,33.9973,54,47,-118.2158,6,1,0,2010-11,25,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/14/2011,LAL vs. NJN,NJN,17223,15643,70,99.07
17234,Pullup Jump shot,Jump Shot,120,21000586,33.8663,-60,178,-118.3298,1,1,0,2010-11,41,18,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/14/2011,LAL vs. NJN,NJN,17225,15643,70,99.07
17235,Driving Finger Roll Layup Shot,Layup,281,21000586,34.0333,-45,11,-118.3148,0,2,0,2010-11,4,4,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,1/14/2011,LAL vs. NJN,NJN,17229,15643,70,99.07
17236,Jump Shot,Jump Shot,372,21000586,33.8693,99,175,-118.1708,2,3,0,2010-11,43,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/14/2011,LAL vs. NJN,NJN,17234,15643,70,99.07
17237,Jump Shot,Jump Shot,403,21000586,33.9773,69,67,-118.2008,1,3,0,2010-11,24,9,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/14/2011,LAL vs. NJN,NJN,17235,15643,70,99.07
17250,Jump Shot,Jump Shot,31,21000596,33.8993,92,145,-118.1778,8,1,0,2010-11,13,17,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/16/2011,LAL @ LAC,LAC,17239,13609,71,94.64
17251,Jump Shot,Jump Shot,325,21000596,33.8473,-158,197,-118.4278,7,3,0,2010-11,58,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/16/2011,LAL @ LAC,LAC,17242,13609,71,94.64
17252,Jump Shot,Jump Shot,330,21000596,33.8763,-18,168,-118.2878,7,3,0,2010-11,23,16,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/16/2011,LAL @ LAC,LAC,17243,13609,71,94.64
17253,Fadeaway Jump Shot,Jump Shot,351,21000596,34.0553,102,-11,-118.1678,5,3,0,2010-11,12,10,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/16/2011,LAL @ LAC,LAC,17246,13609,71,94.64
17254,Jump Shot,Jump Shot,373,21000596,33.8223,151,222,-118.1188,3,3,0,2010-11,5,26,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/16/2011,LAL @ LAC,LAC,17247,13609,71,94.64
17263,Jump Shot,Jump Shot,84,21000610,34.0113,9,33,-118.2608,2,1,0,2010-11,17,3,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/17/2011,LAL vs. OKC,OKC,17255,13242,70,90.88
17264,Layup Shot,Layup,208,21000610,34.0223,1,22,-118.2688,3,2,0,2010-11,40,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/17/2011,LAL vs. OKC,OKC,17258,13242,70,90.88
17265,Layup Shot,Layup,257,21000610,34.0223,6,22,-118.2638,0,2,0,2010-11,22,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/17/2011,LAL vs. OKC,OKC,17260,13242,70,90.88
17266,Turnaround Fadeaway shot,Jump Shot,330,21000610,34.0463,-120,-2,-118.3898,5,3,0,2010-11,2,12,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/17/2011,LAL vs. OKC,OKC,17264,13242,70,90.88
17282,Jump Shot,Jump Shot,94,21000621,33.9183,42,126,-118.2278,0,1,0,2010-11,36,13,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/19/2011,LAL @ DAL,DAL,17270,15978,76,100.33
17283,Jump Shot,Jump Shot,160,21000621,33.9123,59,132,-118.2108,4,2,0,2010-11,18,14,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/19/2011,LAL @ DAL,DAL,17271,15978,76,100.33
17284,Jump Shot,Jump Shot,166,21000621,33.8523,119,192,-118.1508,3,2,0,2010-11,37,22,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/19/2011,LAL @ DAL,DAL,17272,15978,76,100.33
17295,Jump Shot,Jump Shot,36,21000637,33.9973,-155,47,-118.4248,9,1,0,2010-11,7,16,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2011,LAL @ DEN,DEN,17285,16479,74,99.07
17296,Jump Shot,Jump Shot,305,21000637,34.0653,-147,-21,-118.4168,4,3,0,2010-11,42,14,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/21/2011,LAL @ DEN,DEN,17294,16479,74,99.07
17297,Jump Shot,Jump Shot,330,21000637,33.8503,48,194,-118.2218,2,3,0,2010-11,3,19,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2011,LAL @ DEN,DEN,17297,16479,74,99.07
17298,Turnaround Bank shot,Bank Shot,339,21000637,34.0143,-123,30,-118.3928,1,3,0,2010-11,0,12,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/21/2011,LAL @ DEN,DEN,17298,16479,74,99.07
17299,Jump Shot,Jump Shot,444,21000637,33.8493,62,195,-118.2078,3,4,0,2010-11,51,20,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/21/2011,LAL @ DEN,DEN,17299,16479,74,99.07
17310,Jump Shot,Jump Shot,211,21000667,33.9813,-51,63,-118.3208,2,2,0,2010-11,22,8,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,1/25/2011,LAL vs. UTA,UTA,17306,15083,69,94.5
17335,Jump Shot,Jump Shot,246,21000692,33.8393,-157,205,-118.4268,0,2,0,2010-11,27,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/28/2011,LAL vs. SAC,SAC,17324,15286,69,96.7
17336,Jump Shot,Jump Shot,327,21000692,33.9533,-131,91,-118.4008,3,3,0,2010-11,19,15,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/28/2011,LAL vs. SAC,SAC,17326,15286,69,96.7
17337,Jump Shot,Jump Shot,450,21000692,33.8823,-76,162,-118.3458,4,4,0,2010-11,40,17,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2011,LAL vs. SAC,SAC,17330,15286,69,96.7
17364,Jump Shot,Jump Shot,225,21000702,33.8953,211,149,-118.0588,2,2,0,2010-11,41,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/30/2011,LAL vs. BOS,BOS,17345,17392,71,96.49
17365,Jump Bank Shot,Jump Shot,328,21000702,33.9253,-123,119,-118.3928,7,3,0,2010-11,43,17,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/30/2011,LAL vs. BOS,BOS,17351,17392,71,96.49
17366,Jump Shot,Jump Shot,385,21000702,33.8193,-146,225,-118.4158,2,3,0,2010-11,50,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,1/30/2011,LAL vs. BOS,BOS,17352,17392,71,96.49
